0 0 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 1 0 0 0 0 0 0
-0.0136719 0 0.999512 -0.0305176 -1.46484 0 1 -2.13053e-06 1.86546e-05 0 0.000244141 -0.00213766 4.55434e-09
-0.0124512 0 0.999512 -0.0305176 -1.61743 0 1 -4.21957e-06 2.66565e-05 5.38717e-10 0.000483527 -0.00305461 7.46215e-08
-0.0109863 0 0.999512 -0.0305176 -1.77002 -0.0305176 1 -6.25687e-06 2.40057e-05 -2.1289e-06 0.00071699 -0.00275085 -0.000243937
-0.00952148 0 0.999512 -0.0305176 -1.92261 -0.0305176 1 -8.22783e-06 1.07023e-05 -4.25778e-06 0.000942845 -0.00122638 -0.000487895
-0.00805664 0 0.999756 -0.0305176 -2.04468 -0.0305176 1 -1.01109e-05 -1.11235e-05 -6.38611e-06 0.00115861 0.00127467 -0.000731807
-0.0065918 -0.000244141 1 -0.0305176 -2.16675 -0.0305176 1 -1.6333e-05 -4.15403e-05 -8.51387e-06 0.00187158 0.00476018 -0.000975695
0.115234 -0.000244141 0.998291 -0.0305176 -0.946045 0 1 -1.86873e-05 -0.000228506 -8.51484e-06 0.00214118 0.0261849 -0.000976218
0.0476074 -0.000244141 0.999756 -0.0305176 -0.549316 -0.0305176 1 -2.13489e-05 -0.000387775 -1.06473e-05 0.00244593 0.0444357 -0.00122104
0.0219727 -0.000244141 1.00049 -0.0305176 -0.396729 -0.0305176 1 -2.46293e-05 -0.000536386 -1.27802e-05 0.00282152 0.0614654 -0.00146601
0.0119629 -0.000244141 1.00073 -0.0305176 -0.335693 -0.0305176 1 -2.89239e-05 -0.000680722 -1.49131e-05 0.00331328 0.0780051 -0.00171117
0.0078125 -0.000244141 1.00073 -0.0305176 -0.305176 -0.0305176 1 -3.45457e-05 -0.000822897 -1.70456e-05 0.00395704 0.0942971 -0.00195654
0.00634766 -0.000244141 1.00073 -0.0305176 -0.274658 -0.0305176 1 -4.11762e-05 -0.000962908 -1.91777e-05 0.00471632 0.110341 -0.00220214
0.00561523 -0.000244141 1.00098 -0.0305176 -0.274658 -0.0305176 0.999999 -4.86061e-05 -0.00110289 -2.13093e-05 0.00556715 0.126382 -0.00244801
0.00537109 -0.000244141 1.00098 -0.0305176 -0.274658 -0.0305176 0.999999 -5.6346e-05 -0.00124285 -2.34409e-05 0.00645344 0.14242 -0.00269416
0.00537109 -0.000244141 1.00098 -0.0305176 -0.274658 -0.0305176 0.999999 -6.39826e-05 -0.00138282 -2.5573e-05 0.00732781 0.15846 -0.0029406
0.00537109 -0.000244141 1.00098 -0.0305176 -0.274658 -0.0305176 0.999999 -7.15032e-05 -0.00152279 -2.77055e-05 0.00818882 0.174499 -0.0031873
0.00537109 -0.000244141 1.00098 -0.0305176 -0.274658 -0.0305176 0.999999 -7.88919e-05 -0.00166277 -2.98385e-05 0.00903465 0.19054 -0.00343429
0.00537109 -0.000244141 1.00098 0 -0.274658 -0.0305176 0.999998 -8.39977e-05 -0.00180276 -3.19686e-05 0.00961881 0.206581 -0.0036807
0.00537109 -0.000244141 1.00098 -0.0305176 -0.274658 -0.0305176 0.999998 -9.1346e-05 -0.00194274 -3.4102e-05 0.0104599 0.222622 -0.00392816
0.00537109 -0.000244141 1.00098 -0.0305176 -0.274658 -0.0305176 0.999998 -9.84835e-05 -0.00208273 -3.62362e-05 0.0112767 0.238664 -0.0041759
0.00537109 -0.000244141 1.00098 -0.0305176 -0.274658 -0.0305176 0.999997 -0.000105354 -0.00222273 -3.83713e-05 0.0120629 0.254707 -0.0044239
0.00561523 -0.000244141 1.00098 0 -0.244141 -0.0305176 0.999997 -0.000108818 -0.00236064 -4.05051e-05 0.0124587 0.27051 -0.00467101
0.00561523 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999997 -0.000114548 -0.00249855 -4.26434e-05 0.013114 0.286314 -0.00491942
0.00561523 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999997 -0.000119643 -0.00263648 -4.47837e-05 0.0136965 0.302119 -0.00516804
0.00561523 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999996 -0.000123515 -0.00277443 -4.69276e-05 0.0141388 0.317927 -0.00541684
0.00561523 -0.000244141 1.00098 0 -0.244141 -0.0305176 0.999996 -0.000117816 -0.00291225 -4.90868e-05 0.0134842 0.333721 -0.00566432
0.00561523 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999996 -0.000124746 -0.00280848 -5.11933e-05 0.0142783 0.321829 -0.00590653
0.00561523 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999996 -5.56302e-05 -0.00272782 -5.35156e-05 0.006358 0.312586 -0.00614989
0.00561523 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999996 -0.000136757 -0.0028364 -5.54405e-05 0.0156531 0.325029 -0.00639754
0.00585938 -0.000244141 1.00098 0 -0.244141 -0.0305176 0.999996 -0.000117411 -0.00297281 -5.76399e-05 0.0134346 0.34066 -0.00664513
0.00585938 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999996 -0.000131839 -0.00286956 -5.9724e-05 0.0150879 0.328829 -0.00688731
0.00585938 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999995 -0.000113726 -0.00300582 -6.19322e-05 0.0130106 0.344443 -0.00713618
0.00585938 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999996 -0.000128638 -0.00290262 -6.40151e-05 0.0147194 0.332618 -0.00737847
0.00585938 -0.000244141 1.00098 0 -0.244141 -0.0305176 0.999995 -9.72142e-05 -0.00303643 -6.62496e-05 0.0111168 0.347951 -0.00762558
0.00585938 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999996 -0.000126146 -0.00293557 -6.82921e-05 0.0144322 0.336393 -0.00786824
0.00585938 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999996 -7.82032e-05 -0.00284255 -7.05599e-05 0.00893841 0.325733 -0.00811114
0.00585938 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999996 -0.000136265 -0.00296679 -7.25445e-05 0.0155901 0.339971 -0.00835942
0.00610352 -0.000244141 1.00098 0 -0.244141 -0.0305176 0.999995 -0.000115761 -0.00310301 -7.47497e-05 0.0132386 0.35558 -0.00860697
0.00610352 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999995 -0.000132082 -0.00299997 -7.68269e-05 0.015109 0.343773 -0.00884924
0.00610352 -0.000244141 1.00098 -0.0305176 -0.244141 -0.0305176 0.999995 -0.000110153 -0.00313551 -7.90494e-05 0.0125941 0.359305 -0.0090981
0.00610352 -0.000244141 1.00098 0 -0.213623 -0.0305176 0.999995 -0.00012676 -0.00303066 -8.1113e-05 0.0144974 0.347289 -0.00933901
0.00610352 -0.000244141 1.00098 -0.0305176 -0.213623 -0.0305176 0.999995 -9.92807e-05 -0.00316281 -8.33526e-05 0.0113465 0.362433 -0.00958763
0.00610352 -0.000244141 1.00098 -0.0305176 -0.213623 -0.0305176 0.999995 -0.000125226 -0.00305917 -8.54013e-05 0.0143198 0.350557 -0.00983031
0.00610352 -0.000244141 1.00098 -0.0305176 -0.213623 -0.0305176 0.999996 -9.3809e-05 -0.00295792 -8.76246e-05 0.01072 0.338954 -0.010073
0.00610352 -0.000244141 1.00098 0 -0.213623 -0.0305176 0.999995 -0.000129904 -0.00308823 -8.96577e-05 0.0148541 0.353887 -0.0103201
0.00634766 -0.000244141 1.00098 -0.0305176 -0.213623 -0.0305176 0.999995 -0.000120828 -0.00322354 -9.18431e-05 0.0138118 0.369393 -0.0105692
0.00634766 -0.000244141 1.00098 -0.0305176 -0.213623 -0.0305176 0.999995 -0.000126183 -0.00311758 -9.39537e-05 0.0144259 0.357251 -0.0108115
0.00634766 -0.000244141 1.00098 -0.0305176 -0.213623 -0.0305176 0.999995 -0.000119369 -0.00325308 -9.6132e-05 0.0136428 0.372778 -0.0110606
